ProductID,Name,ProductNumber,Color,StandardCost,ListPrice,Size,Weight,ProductCategoryID,ProductModelID,SellStartDate,SellEndDate,DiscontinuedDate,ThumbnailPhotoFileName
757,Road-450 Red, 48,BK-R68R-48,Red,884.7083,1457.99,48,7770.00,6,28,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,roadster_red_small.gif
758,Road-450 Red, 52,BK-R68R-52,Red,884.7083,1457.99,52,7901.54,6,28,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,roadster_red_small.gif
759,Road-650 Red, 58,BK-R50R-58,Red,486.7066,782.99,58,8976.55,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_red_small.gif
760,Road-650 Red, 60,BK-R50R-60,Red,486.7066,782.99,60,9026.44,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_red_small.gif
761,Road-650 Red, 62,BK-R50R-62,Red,486.7066,782.99,62,9071.80,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_red_small.gif
762,Road-650 Red, 44,BK-R50R-44,Red,486.7066,782.99,44,8513.88,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_red_small.gif
763,Road-650 Red, 48,BK-R50R-48,Red,486.7066,782.99,48,8677.18,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_red_small.gif
764,Road-650 Red, 52,BK-R50R-52,Red,486.7066,782.99,52,8808.72,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_red_small.gif
765,Road-650 Black, 58,BK-R50B-58,Black,486.7066,782.99,58,8976.55,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_black_small.gif
766,Road-650 Black, 60,BK-R50B-60,Black,486.7066,782.99,60,9026.44,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_black_small.gif
767,Road-650 Black, 62,BK-R50B-62,Black,486.7066,782.99,62,9071.80,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_black_small.gif
768,Road-650 Black, 44,BK-R50B-44,Black,486.7066,782.99,44,8513.88,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_black_small.gif
769,Road-650 Black, 48,BK-R50B-48,Black,486.7066,782.99,48,8677.18,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_black_small.gif
770,Road-650 Black, 52,BK-R50B-52,Black,486.7066,782.99,52,8808.72,6,30,2005-07-01 00:00:00.000,2007-06-30 00:00:00.000,,superlight_black_small.gif
771,Mountain-100 Silver, 38,BK-M82S-38,Silver,1912.1544,3399.99,38,9230.56,5,19,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,superlight_silver_small.gif
772,Mountain-100 Silver, 42,BK-M82S-42,Silver,1912.1544,3399.99,42,9421.06,5,19,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,superlight_silver_small.gif
773,Mountain-100 Silver, 44,BK-M82S-44,Silver,1912.1544,3399.99,44,9584.36,5,19,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,superlight_silver_small.gif
774,Mountain-100 Silver, 48,BK-M82S-48,Silver,1912.1544,3399.99,48,9715.90,5,19,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,superlight_silver_small.gif
775,Mountain-100 Black, 38,BK-M82B-38,Black,1898.0944,3374.99,38,9230.56,5,19,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,superlight_black_small.gif
776,Mountain-100 Black, 42,BK-M82B-42,Black,1898.0944,3374.99,42,9421.06,5,19,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,superlight_black_small.gif
777,Mountain-100 Black, 44,BK-M82B-44,Black,1898.0944,3374.99,44,9584.36,5,19,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,superlight_black_small.gif
778,Mountain-100 Black, 48,BK-M82B-48,Black,1898.0944,3374.99,48,9715.90,5,19,2005-07-01 00:00:00.000,2006-06-30 00:00:00.000,,superlight_black_small.gif
779,Mountain-200 Silver, 38,BK-M68S-38,Silver,1265.6195,2319.99,38,10591.33,5,20,2006-07-01 00:00:00.000,,,hotrodbike_silver_small.gif
780,Mountain-200 Silver, 42,BK-M68S-42,Silver,1265.6195,2319.99,42,10781.83,5,20,2006-07-01 00:00:00.000,,,hotrodbike_silver_small.gif
781,Mountain-200 Silver, 46,BK-M68S-46,Silver,1265.6195,2319.99,46,10945.13,5,20,2006-07-01 00:00:00.000,,,hotrodbike_silver_small.gif
782,Mountain-200 Black, 38,BK-M68B-38,Black,1251.9813,2294.99,38,10591.33,5,20,2006-07-01 00:00:00.000,,,hotrodbike_black_small.gif
783,Mountain-200 Black, 42,BK-M68B-42,Black,1251.9813,2294.99,42,10781.83,5,20,2006-07-01 00:00:00.000,,,hotrodbike_black_small.gif
784,Mountain-200 Black, 46,BK-M68B-46,Black,1251.9813,2294.99,46,10945.13,5,20,2006-07-01 00:00:00.000,,,hotrodbike_black_small.gif
785,Mountain-300 Black, 38,BK-M47B-38,Black,598.4354,1079.99,38,11498.51,5,21,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,hotrodbike_black_small.gif
786,Mountain-300 Black, 40,BK-M47B-40,Black,598.4354,1079.99,40,11689.01,5,21,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,hotrodbike_black_small.gif
787,Mountain-300 Black, 44,BK-M47B-44,Black,598.4354,1079.99,44,11852.31,5,21,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,hotrodbike_black_small.gif
788,Mountain-300 Black, 48,BK-M47B-48,Black,598.4354,1079.99,48,11983.85,5,21,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,hotrodbike_black_small.gif
789,Road-250 Red, 44,BK-R89R-44,Red,1518.7864,2443.35,44,6699.52,6,26,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,racer_red_small.gif
790,Road-250 Red, 48,BK-R89R-48,Red,1518.7864,2443.35,48,6862.82,6,26,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,racer_red_small.gif
791,Road-250 Red, 52,BK-R89R-52,Red,1518.7864,2443.35,52,6994.36,6,26,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,racer_red_small.gif
792,Road-250 Red, 58,BK-R89R-58,Red,1554.9479,2443.35,58,7162.19,6,26,2006-07-01 00:00:00.000,,,racer_red_small.gif
793,Road-250 Black, 44,BK-R89B-44,Black,1554.9479,2443.35,44,6699.52,6,26,2006-07-01 00:00:00.000,,,racer_black_small.gif
794,Road-250 Black, 48,BK-R89B-48,Black,1554.9479,2443.35,48,6862.82,6,26,2006-07-01 00:00:00.000,,,racer_black_small.gif
795,Road-250 Black, 52,BK-R89B-52,Black,1554.9479,2443.35,52,6994.36,6,26,2006-07-01 00:00:00.000,,,racer_black_small.gif
796,Road-250 Black, 58,BK-R89B-58,Black,1554.9479,2443.35,58,7112.29,6,26,2006-07-01 00:00:00.000,,,racer_black_small.gif
797,Road-550-W Yellow, 38,BK-R64Y-38,Yellow,713.0798,1120.49,38,7869.79,6,29,2006-07-01 00:00:00.000,,,racer02_yellow_f_small.gif
798,Road-550-W Yellow, 40,BK-R64Y-40,Yellow,713.0798,1120.49,40,8060.29,6,29,2006-07-01 00:00:00.000,,,racer02_yellow_f_small.gif
799,Road-550-W Yellow, 42,BK-R64Y-42,Yellow,713.0798,1120.49,42,8223.59,6,29,2006-07-01 00:00:00.000,,,racer02_yellow_f_small.gif
800,Road-550-W Yellow, 44,BK-R64Y-44,Yellow,713.0798,1120.49,44,8355.13,6,29,2006-07-01 00:00:00.000,,,racer02_yellow_f_small.gif
801,Road-550-W Yellow, 48,BK-R64Y-48,Yellow,713.0798,1120.49,48,8473.06,6,29,2006-07-01 00:00:00.000,,,racer02_yellow_f_small.gif
802,LL Fork,FK-1639,,65.8097,148.22,,,14,104,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,fork_small.gif
803,ML Fork,FK-5136,,77.9176,175.49,,,14,105,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,fork_small.gif
804,HL Fork,FK-9939,,101.8936,229.49,,,14,106,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,fork_small.gif
805,LL Headset,HS-0296,,15.1848,34.20,,,15,59,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
806,ML Headset,HS-2451,,45.4168,102.29,,,15,60,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
807,HL Headset,HS-3479,,55.3801,124.73,,,15,61,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
808,LL Mountain Handlebars,HB-M243,,19.7758,44.54,,,8,52,2006-07-01 00:00:00.000,,,handlebar_small.gif
809,ML Mountain Handlebars,HB-M763,,27.4925,61.92,,,8,54,2006-07-01 00:00:00.000,,,no_image_available_small.gif
810,HL Mountain Handlebars,HB-M918,,53.3999,120.27,,,8,55,2006-07-01 00:00:00.000,,,no_image_available_small.gif
811,LL Road Handlebars,HB-R504,,19.7758,44.54,,,8,56,2006-07-01 00:00:00.000,,,no_image_available_small.gif
812,ML Road Handlebars,HB-R720,,27.4925,61.92,,,8,57,2006-07-01 00:00:00.000,,,no_image_available_small.gif
813,HL Road Handlebars,HB-R956,,53.3999,120.27,,,8,58,2006-07-01 00:00:00.000,,,no_image_available_small.gif
814,ML Mountain Frame - Black, 38,FR-M63B-38,Black,185.8193,348.76,38,1238.30,16,15,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
815,LL Mountain Front Wheel,FW-M423,Black,26.9708,60.745,,,21,42,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
816,ML Mountain Front Wheel,FW-M762,Black,92.8071,209.025,,,21,45,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
817,HL Mountain Front Wheel,FW-M928,Black,133.2955,300.215,,,21,46,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
818,LL Road Front Wheel,FW-R623,Black,37.9909,85.565,,900.00,21,49,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
819,ML Road Front Wheel,FW-R762,Black,110.2829,248.385,,850.00,21,50,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
820,HL Road Front Wheel,FW-R820,Black,146.5466,330.06,,650.00,21,51,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
821,Touring Front Wheel,FW-T905,Black,96.7964,218.01,,,21,44,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
822,ML Road Frame-W - Yellow, 38,FR-R72Y-38,Yellow,360.9428,594.83,38,988.83,18,17,2006-07-01 00:00:00.000,,,no_image_available_small.gif
823,LL Mountain Rear Wheel,RW-M423,Black,38.9588,87.745,,,21,123,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
824,ML Mountain Rear Wheel,RW-M762,Black,104.7951,236.025,,,21,124,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
825,HL Mountain Rear Wheel,RW-M928,Black,145.2835,327.215,,,21,125,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
826,LL Road Rear Wheel,RW-R623,Black,49.9789,112.565,,1050.00,21,126,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
827,ML Road Rear Wheel,RW-R762,Black,122.2709,275.385,,1000.00,21,77,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
828,HL Road Rear Wheel,RW-R820,Black,158.5346,357.06,,890.00,21,78,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
829,Touring Rear Wheel,RW-T905,Black,108.7844,245.01,,,21,43,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,wheel_small.gif
830,ML Mountain Frame - Black, 40,FR-M63B-40,Black,185.8193,348.76,40,1256.44,16,14,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
831,ML Mountain Frame - Black, 44,FR-M63B-44,Black,185.8193,348.76,44,1274.59,16,14,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
832,ML Mountain Frame - Black, 48,FR-M63B-48,Black,185.8193,348.76,48,1292.73,16,14,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
833,ML Road Frame-W - Yellow, 40,FR-R72Y-40,Yellow,360.9428,594.83,40,1006.97,18,17,2006-07-01 00:00:00.000,,,no_image_available_small.gif
834,ML Road Frame-W - Yellow, 42,FR-R72Y-42,Yellow,360.9428,594.83,42,1025.11,18,17,2006-07-01 00:00:00.000,,,no_image_available_small.gif
835,ML Road Frame-W - Yellow, 44,FR-R72Y-44,Yellow,360.9428,594.83,44,1043.26,18,17,2006-07-01 00:00:00.000,,,no_image_available_small.gif
836,ML Road Frame-W - Yellow, 48,FR-R72Y-48,Yellow,360.9428,594.83,48,1061.40,18,17,2006-07-01 00:00:00.000,,,no_image_available_small.gif
837,HL Road Frame - Black, 62,FR-R92B-62,Black,868.6342,1431.50,62,1043.26,18,6,2006-07-01 00:00:00.000,,,no_image_available_small.gif
838,HL Road Frame - Black, 44,FR-R92B-44,Black,868.6342,1431.50,44,961.61,18,6,2006-07-01 00:00:00.000,,,no_image_available_small.gif
839,HL Road Frame - Black, 48,FR-R92B-48,Black,868.6342,1431.50,48,979.75,18,6,2006-07-01 00:00:00.000,,,no_image_available_small.gif
840,HL Road Frame - Black, 52,FR-R92B-52,Black,868.6342,1431.50,52,997.90,18,6,2006-07-01 00:00:00.000,,,no_image_available_small.gif
841,Men's Sports Shorts, S,SH-M897-S,Black,24.7459,59.99,S,,26,13,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,shorts_male_small.gif
842,Touring-Panniers, Large,PA-T100,Grey,51.5625,125.00,,,39,120,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
843,Cable Lock,LO-C100,,10.3125,25.00,,,38,115,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,bike_lock_small.gif
844,Minipump,PU-0452,,8.2459,19.99,,,40,116,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,handpump_small.gif
845,Mountain Pump,PU-M044,,10.3084,24.99,,,40,117,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,bikepump_small.gif
846,Taillights - Battery-Powered,LT-T990,,5.7709,13.99,,,37,108,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,tail_lights_small.gif
847,Headlights - Dual-Beam,LT-H902,,14.4334,34.99,,,37,109,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,double_headlight_small.gif
848,Headlights - Weatherproof,LT-H903,,18.5584,44.99,,,37,110,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,single_headlight_small.gif
849,Men's Sports Shorts, M,SH-M897-M,Black,24.7459,59.99,M,,26,13,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,shorts_male_small.gif
850,Men's Sports Shorts, L,SH-M897-L,Black,24.7459,59.99,L,,26,13,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,shorts_male_small.gif
851,Men's Sports Shorts, XL,SH-M897-X,Black,24.7459,59.99,XL,,26,13,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,shorts_male_small.gif
852,Women's Tights, S,TG-W091-S,Black,30.9334,74.99,S,,28,38,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
853,Women's Tights, M,TG-W091-M,Black,30.9334,74.99,M,,28,38,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
854,Women's Tights, L,TG-W091-L,Black,30.9334,74.99,L,,28,38,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
855,Men's Bib-Shorts, S,SB-M891-S,Multi,37.1209,89.99,S,,22,12,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
856,Men's Bib-Shorts, M,SB-M891-M,Multi,37.1209,89.99,M,,22,12,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
857,Men's Bib-Shorts, L,SB-M891-L,Multi,37.1209,89.99,L,,22,12,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
858,Half-Finger Gloves, S,GL-H102-S,Black,9.1593,24.49,S,,24,4,2006-07-01 00:00:00.000,,,no_image_available_small.gif
859,Half-Finger Gloves, M,GL-H102-M,Black,9.1593,24.49,M,,24,4,2006-07-01 00:00:00.000,,,no_image_available_small.gif
860,Half-Finger Gloves, L,GL-H102-L,Black,9.1593,24.49,L,,24,4,2006-07-01 00:00:00.000,,,no_image_available_small.gif
861,Full-Finger Gloves, S,GL-F110-S,Black,15.6709,37.99,S,,24,3,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
862,Full-Finger Gloves, M,GL-F110-M,Black,15.6709,37.99,M,,24,3,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
863,Full-Finger Gloves, L,GL-F110-L,Black,15.6709,37.99,L,,24,3,2006-07-01 00:00:00.000,2007-06-30 00:00:00.000,,no_image_available_small.gif
864,Classic Vest, S,VE-C304-S,Blue,23.749,63.50,S,,29,1,2007-07-01 00:00:00.000,,,no_image_available_small.gif
865,Classic Vest, M,VE-C304-M,Blue,23.749,63.50,M,,29,1,2007-07-01 00:00:00.000,,,no_image_available_small.gif
866,Classic Vest, L,VE-C304-L,Blue,23.749,63.50,L,,29,1,2007-07-01 00:00:00.000,,,no_image_available_small.gif
867,Women's Mountain Shorts, S,SH-W890-S,Black,26.1763,69.99,S,,26,37,2007-07-01 00:00:00.000,,,shorts_female_small.gif
868,Women's Mountain Shorts, M,SH-W890-M,Black,26.1763,69.99,M,,26,37,2007-07-01 00:00:00.000,,,shorts_female_small.gif
869,Women's Mountain Shorts, L,SH-W890-L,Black,26.1763,69.99,L,,26,37,2007-07-01 00:00:00.000,,,shorts_female_small.gif
870,Water Bottle - 30 oz.,WB-H098,,1.8663,4.99,,,32,111,2007-07-01 00:00:00.000,,,water_bottle_small.gif
871,Mountain Bottle Cage,BC-M005,,3.7363,9.99,,,32,112,2007-07-01 00:00:00.000,,,no_image_available_small.gif
872,Road Bottle Cage,BC-R205,,3.3623,8.99,,,32,113,2007-07-01 00:00:00.000,,,water_bottle_cage_small.gif
873,Patch Kit/8 Patches,PK-7098,,0.8565,2.29,,,41,114,2007-07-01 00:00:00.000,,,tirepatch_kit_small.gif
874,Racing Socks, M,SO-R809-M,White,3.3623,8.99,M,,27,24,2007-07-01 00:00:00.000,,,no_image_available_small.gif
875,Racing Socks, L,SO-R809-L,White,3.3623,8.99,L,,27,24,2007-07-01 00:00:00.000,,,no_image_available_small.gif
